attributes,FirstName,LastName,Title,Email,Phone,Country__c,Company,Industry,Status,AnnualRevenue,NumberOfEmployees,Technology__c,Technology_Service__c,RevenueRange,Exists,LeadScore,LeadScoreFinal,LeadCategory
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BFgHEAW')])",Mary,Anderson,Data Scientist,mary.anderson@email.com,(666) 777-8888,USA,Chief Information Officer,Entertainment,Unqualified,4567936.0,75,SAP,SAP Customization and Development,4M - 6M,Yes,130,37,Cold Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BEHcEAO')])",Polly,KENNEDY,Financial Analyst,polly@gmail.com,(888) 888-8888,USA,"Director, Information Technology",Transportation,Contacted,4567937.0,80,AI,AI Chatbots and Virtual Assistants,4M - 6M,Yes,150,45,Warm Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BEHdEAO')])",Poppy,KERR,Production Supervisor,poppy@gmail.com,(444) 444-4444,USA,"Senior Director, Hardware Engineering",Utilities,Open,4567938.0,45,AI,AI Chatbots and Virtual Assistants,4M - 6M,Yes,140,41,Warm Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BEHeEAO')])",Porsha,KING,Healthcare Coordinator,porsha@gmail.com,(222) 222-2222,USA,"Manager, Clinical Field Operations",Apparel,Qualified,4567939.0,30,AI,AI Chatbots and Virtual Assistants,4M - 6M,Yes,160,50,Warm Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BEHfEAO')])",Primrose,KIRK,Data Scientist,primrose@gmail.com,(111) 111-1111,USA,Information Technology Director,Banking,Unqualified,4567940.0,180,AI,AI Chatbots and Virtual Assistants,4M - 6M,Yes,130,37,Cold Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BEHgEAO')])",Quinn,KNOX,Business Consultant,quinn@gmail.com,(333) 333-3333,USA,"Director, Clinical Informatics",Biotechnology,Contacted,4567941.0,50,AI,AI Chatbots and Virtual Assistants,4M - 6M,Yes,150,45,Warm Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BFgIEAW')])",William,Smith,Finance Director,william.smith@email.com,(333) 444-5555,USA,Technologies & Applications Head,Environmental,Contacted,4567942.0,200,SAP,SAP Implementation and Consulting,4M - 6M,Yes,150,45,Warm Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BFgJEAW')])",Jennifer,Johnson,Marketing Manager,jennifer.johnson@email.com,(111) 222-3333,USA,Head of G4 & IT Operations,Finance,Open,4567943.0,150,SAP,SAP Customization and Development,4M - 6M,Yes,140,41,Warm Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BFgKEAW')])",Noah,Adams,Healthcare Director,noah.adams@email.com,(999) 999-9999,USA,IT Country Colombia Coordinator,Telecommunications,Contacted,4567944.0,75,AI,AI Chatbots and Virtual Assistants,4M - 6M,Yes,150,45,Warm Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BFgLEAW')])",Ella,Thomas,Data Analyst,ella.thomas@email.com,(777) 777-7777,USA,"Vice President, Solution Management",Transportation,Open,4567945.0,40,AI,AI Chatbots and Virtual Assistants,4M - 6M,Yes,140,41,Warm Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BFgMEAW')])",Mia,Johnson,CTO,mia.johnson@email.com,(555) 555-5555,USA,Head of Data Services & Business Intelligence,Utilities,Qualified,4567946.0,80,AI,AI Chatbots and Virtual Assistants,4M - 6M,Yes,160,50,Warm Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BFgNEAW')])",Ethan,Smith,Marketing Coordinator,ethan.smith@email.com,(777) 777-7777,USA,"Director, Encoding Technologies",Apparel,Unqualified,4567947.0,45,AI,AI Chatbots and Virtual Assistants,4M - 6M,Yes,130,37,Cold Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BFgOEAW')])",Ava,Davis,Financial Analyst,ava.davis@email.com,(888) 888-8888,USA,"Vice President, Analytics&Customer Insights",Banking,Contacted,4567948.0,30,AI,AI Chatbots and Virtual Assistants,4M - 6M,Yes,150,45,Warm Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BFgPEAW')])",Liam,Williams,Production Supervisor,liam.williams@email.com,(444) 444-4444,USA,Vice President Data Acquisition,Biotechnology,Open,4567949.0,180,AI,AI Chatbots and Virtual Assistants,4M - 6M,Yes,140,41,Warm Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BFgQEAW')])",Olivia,Brown,Healthcare Coordinator,olivia.brown@email.com,(222) 222-2222,USA,Public Information Officer,Chemicals,Qualified,4567950.0,50,AI,AI Chatbots and Virtual Assistants,4M - 6M,Yes,160,50,Warm Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BFgREAW')])",Noah,Johnson,Data Scientist,noah.johnson@email.com,(111) 111-1111,IN,"Manager, Quality Assurance",Communications,Unqualified,4567951.0,55,AI,AI Chatbots and Virtual Assistants,4M - 6M,Yes,170,54,Warm Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BFgSEAW')])",Liam,Garcia,Business Consultant,liam.garcia@email.com,(333) 333-3333,IN,Information Technology Officer,Construction,Contacted,4567952.0,25,AI,AI Chatbots and Virtual Assistants,4M - 6M,Yes,190,62,Warm Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BFgTEAW')])",Emma,Taylor,Marketing Manager,emma.taylor@email.com,(666) 666-6666,IN,Technical Manager,Consulting,Open,4567953.0,90,AI,AI Chatbots and Virtual Assistants,4M - 6M,Yes,180,58,Warm Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BFgUEAW')])",Oliver,Lopez,Healthcare Director,oliver.lopez@email.com,(999) 999-9999,IN,"Director, Endeavor Analytics Endeavor",Education,Qualified,4567954.0,75,AI,AI Chatbots and Virtual Assistants,4M - 6M,Yes,200,66,Warm Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BFgVEAW')])",Charlotte,Thomas,Data Analyst,charlotte.thomas@email.com,(777) 777-7777,IN,"Director, Process Technology",Electronics,Unqualified,4567955.0,40,AI,AI Chatbots and Virtual Assistants,4M - 6M,Yes,170,54,Warm Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BFgWEAW')])",Liam,Smith,CTO,liam.smith@email.com,(555) 555-5555,IN,Practice Leader,Energy,Contacted,4567956.0,80,AI,AI Chatbots and Virtual Assistants,4M - 6M,Yes,190,62,Warm Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BFgXEAW')])",Olivia,Johnson,Marketing Coordinator,olivia.johnson@email.com,(777) 777-7777,IN,Market Services Manager,Engineering,Open,4567957.0,45,Marketing,Digital Marketing,4M - 6M,No,260,91,Hot Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BFgYEAW')])",Noah,Davis,Financial Analyst,noah.davis@email.com,(888) 888-8888,IN,"Senior Director, Business Technology Leader, Corporate BT",Entertainment,Qualified,4567958.0,30,Marketing,Marketing Automation,4M - 6M,No,280,100,Hot Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BFgZEAW')])",Emma,Williams,Production Supervisor,emma.williams@email.com,(444) 444-4444,IN,"Manager, Technical Support IT Operations",Environmental,Unqualified,4567959.0,180,Marketing,Digital Marketing,4M - 6M,No,250,87,Hot Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BFgaEAG')])",Ava,Brown,Healthcare Coordinator,ava.brown@email.com,(222) 222-2222,IN,"Vice President, Cross Platform TV Digital Activation",Finance,Contacted,4567960.0,50,Marketing,Marketing Automation,4M - 6M,No,270,95,Hot Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BFgbEAG')])",Liam,Johnson,Data Scientist,liam.johnson@email.com,(111) 111-1111,IN,"Assistant VP, Solutions Engineering",Food & Beverage,Open,4567961.0,55,Marketing,Digital Marketing,4M - 6M,No,260,91,Hot Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BFgcEAG')])",Oliver,Garcia,Business Consultant,oliver.garcia@email.com,(333) 333-3333,IN,"eFX Integration Partner & Assistant VP, Solutions Management",Government,Qualified,4567962.0,25,Marketing,Marketing Automation,4M - 6M,No,280,100,Hot Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BFgdEAG')])",Charlotte,Taylor,Marketing Manager,charlotte.taylor@email.com,(666) 666-6666,IN,"Vice President, Cash Management Information Technology",Healthcare,Unqualified,4567963.0,90,Marketing,Digital Marketing,4M - 6M,No,250,87,Hot Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BFgeEAG')])",Oliver,Lopez,Healthcare Director,oliver.lopez@email.com,(999) 999-9999,IN,"Senior Director, IT Infrastructure",Hospitality,Contacted,4567964.0,75,Marketing,Marketing Automation,4M - 6M,No,270,95,Hot Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BFgfEAG')])",Tang,Lie,Sales Manager,tanglie@email.com,(123) 456-9087,IN,"Director, Compliance & Privacy",Insurance,Open,4567965.0,65,Marketing,Digital Marketing,4M - 6M,No,260,91,Hot Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BFggEAG')])",J,Doe,Marketing Director,jdoe@email.com,(987) 654-1023,IN,"Senior Manager, Data",Machinery,Qualified,4567966.0,40,Marketing,Marketing Automation,4M - 6M,No,280,100,Hot Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BFghEAG')])",Lat,Sin,CEO,latsin@example.com,(555) 123-0055,IN,"Vice President, Technology",Manufacturing,Unqualified,4567967.0,60,Marketing,Digital Marketing,4M - 6M,No,250,87,Hot Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BFgiEAG')])",Sarah,Wilson,Account Executive,sarah.wilson@example.com,(789) 456-5645,IN,"Vice President, Technology Solutions",Media,Contacted,4567968.0,50,Marketing,Marketing Automation,4M - 6M,No,270,95,Hot Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BFgjEAG')])",Rech,jao,Product Manager,rech.jao@example.com,(246) 135-0976,IN,"Director, Infrastructure",Not For Profit,Open,4567969.0,76,Financial,Financial Planning and Analysis,4M - 6M,No,260,91,Hot Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BFgkEAG')])",Granthem,Abdy,Financial Analyst,gabdy0@phpbb.com,(768) 432-7867,IN,"Managing Director, Technology Transformation",Other,Qualified,4567970.0,90,Financial,Auditing and Assurance,4M - 6M,No,280,100,Hot Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BFglEAG')])",Hersh,Coursor,Marketing Coordinator,hcoursor1@tripadvisor.com,(666) 666-6666,IN,"Director, Business Intelligence & Data Integration",Recreation,Unqualified,4567971.0,100,Financial,Financial Planning and Analysis,4M - 6M,No,250,87,Hot Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BFgmEAG')])",Charla,Duncombe,Healthcare Director,cduncombe3@eepurl.com,(555) 123-0055,IN,"Associate Director, Enterprise Product Data",Retail,Contacted,4567972.0,150,Financial,Auditing and Assurance,4M - 6M,No,270,95,Hot Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BFgnEAG')])",Thekla,shintsev,Data Scientist,vanshintsev4@fema.gov,(111) 111-1111,IN,"Manager, Quality Assurance",Shipping,Open,4567973.0,56,Financial,Financial Planning and Analysis,4M - 6M,No,260,91,Hot Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BFgoEAG')])",Lvan der,Linde,Account Executive,lvanderlinde5@bing.com,(987) 654-1023,IN,"Director, Identity & Access Management & Cyber Security",Technology,Qualified,4567974.0,87,Financial,Auditing and Assurance,4M - 6M,No,280,100,Hot Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BFgpEAG')])",Delmor,Faughny,Marketing Manager,dfaughny6@ihg.com,(666) 666-6666,IN,"Director, Database Administration",Telecommunications,Unqualified,4567975.0,90,Financial,Financial Planning and Analysis,4M - 6M,No,250,87,Hot Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BFgqEAG')])",Nissa,Crampton,Healthcare Coordinator,ncrampton7@ifeng.com,(123) 456-9087,IN,"Director, IT Business Engagement",Transportation,Contacted,4567976.0,70,Financial,Auditing and Assurance,4M - 6M,No,270,95,Hot Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BFgrEAG')])",Stanislas,Crummy,Production Supervisor,scrummy8@rambler.ru,(444) 444-4444,IN,"Director, Information Technology",Utilities,Open,4567977.0,69,Financial,Financial Planning and Analysis,4M - 6M,No,260,91,Hot Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BFgsEAG')])",Annabal,Davidsson,Marketing Coordinator,adavidssona@1und1.de,(777) 777-7777,IN,"Director, Cybersecurity",Banking,Unqualified,4567978.0,123,Healthcare,Healthcare Compliance and Regulations,4M - 6M,No,250,87,Hot Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BFgtEAG')])",Hermie,Fawdrey,Finance Manager,hfawdreyc@paypal.com,(555) 555-5555,IN,"Director, Business Intelligence",Chemicals,Open,4567979.0,98,Healthcare,Healthcare Data Management,4M - 6M,No,260,91,Hot Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BFguEAG')])",Krysta,Fitzroy,Financial Analyst,kfitzroyd@berkeley.edu,(888) 999-0000,IN,"Assistant VP, Identity Data Analytics",Communications,Qualified,4567980.0,90,Healthcare,Healthcare Data Management,4M - 6M,No,280,100,Hot Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BFgvEAG')])",j Mal,Roach,CTO,mroache@nsw.gov.au,(222) 222-2222,IN,Asset Security Coordinator,Construction,Unqualified,4567981.0,150,Healthcare,Healthcare Compliance and Regulations,4M - 6M,No,250,87,Hot Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BFgwEAG')])",Tracie,Henstridge,Marketing Coordinator,thenstridgef@disqus.com,(444) 444-4444,IN,"Director, Software Engineering",Consulting,Contacted,4567982.0,75,Healthcare,Healthcare Data Management,4M - 6M,No,270,95,Hot Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BFgxEAG')])",Nigel,McGoon,CEO,nmcgoong@eventbrite.com,(123) 456-7890,IN,Chief Information Officer,Education,Open,4567983.0,200,Healthcare,Healthcare Compliance and Regulations,4M - 6M,No,260,91,Hot Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BFgyEAG')])",Lethia,Riccelli,Marketing Manager,lriccettih@imgur.com,(987) 654-3210,IN,Director,Electronics,Qualified,4567984.0,300,Healthcare,Healthcare Data Management,4M - 6M,No,280,100,Hot Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BFgzEAG')])",Emogene,Attenbrough,CFO,eattenbroughi@tinypic.com,(555) 123-4567,IN,took over Zeiger duty,Energy,Unqualified,4567985.0,50,Healthcare,Healthcare Compliance and Regulations,4M - 6M,No,250,87,Hot Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BFh0EAG')])",Rufus,Shipperbottom,Data Analyst,rshipperbottoml@cmu.edu,(444) 555-6666,IN,"Director, Information Technology",Environmental,Qualified,4567986.0,250,Healthcare,Healthcare Data Management,4M - 6M,No,280,100,Hot Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BFh1EAG')])",Salim,Maudlen,Marketing Director,smaudlenm@cisco.com,(777) 888-9999,IN,"Vice President, Software Development Technical",Finance,Unqualified,4567987.0,200,Healthcare,Healthcare Compliance and Regulations,4M - 6M,No,250,87,Hot Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BFh2EAG')])",Priyanka,Bhalerao,Finance Manager,priyanka.bhalerao@itradiant.com,(222) 333-4444,IN,"Director, Information Technology",Food & Beverage,Contacted,4567988.0,80,Healthcare,Healthcare Data Management,4M - 6M,No,270,95,Hot Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BFh3EAG')])",Tom,James,Production Manager,tom.james@delphi.chemicals.com,(666) 777-8888,IN,"Director, Data Governance",Government,Open,4567989.0,120,IT Services,IT Consulting and Strategy,4M - 6M,No,260,91,Hot Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BFh9EAG')])",Norm,May,Healthcare Director,norm_may@greenwich.net,(777) 888-9999,IN,"Data Scientist & Technology Manager, IT Data Sciences",Media,Unqualified,4567990.0,100,IT Services,IT Infrastructure Management,4M - 6M,No,250,87,Hot Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BFhAEAW')])",Andy,Young,Sales Manager,a_young@dickenson.com,(222) 333-4444,IN,"Senior Director, Software Engineering",Not For Profit,Contacted,4567991.0,50,IT Services,IT Consulting and Strategy,4M - 6M,No,270,95,Hot Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BFhBEAW')])",Bill,Dadio Jr,Marketing Director,bill_dadio@zenith.com,(333) 444-5555,IN,"Senior Business Leader, Storage Engineering",Other,Open,4567992.0,300,IT Services,IT Infrastructure Management,4M - 6M,No,260,91,Hot Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BFhCEAW')])",Sandra,Eberhard,Consultant,sandra_e@highland.net,(987) 654-3210,IN,"Global Product Manager, SaaS",Recreation,Qualified,4567993.0,65,IT Services,IT Consulting and Strategy,4M - 6M,No,280,100,Hot Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BFh4EAG')])",Jeff,Glimpse,Healthcare Manager,jeffg@jackson.com,(555) 444-3333,IN,"Director, Information Technology",Healthcare,Qualified,4567994.0,75,IT Services,IT Infrastructure Management,4M - 6M,No,280,100,Hot Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BFh5EAG')])",Mike,Braund,IT Manager,likeb@metro.com,(555) 444-3333,IN,"Vice President, Technology Operations",Hospitality,Unqualified,4567995.0,200,IT Services,IT Consulting and Strategy,4M - 6M,No,250,87,Hot Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BFh6EAG')])",Bertha,Boxer,Data Scientist,bertha@fcof.net,(666) 777-8888,IN,"Director, Web Development",Insurance,Contacted,4567996.0,150,IT Services,IT Infrastructure Management,4M - 6M,No,270,95,Hot Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BFhDEAW')])",Pat,Stumuller,CEO,pat@pyramid.net,(123) 456-7890,IN,"Associate Director, Business Insights",Retail,Unqualified,4567997.0,80,IT Services,IT Consulting and Strategy,4M - 6M,No,250,87,Hot Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BFhEEAW')])",Eugena,Luce,Healthcare Manager,eluce@pacificretail.com,(888) 999-0000,IN,"Manager, Facility",Shipping,Contacted,4567998.0,45,IT Services,IT Infrastructure Management,4M - 6M,No,270,95,Hot Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BFhFEAW')])",Pamela,Owenby,CTO,pam_owenby@hendricksontrading.com,(555) 555-5555,IN,"Manager, Information Technology",Technology,Open,4567999.0,30,IT Services,IT Consulting and Strategy,4M - 6M,No,260,91,Hot Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BFhGEAW')])",Phyllis,Cotton,Marketing Coordinator,pcotton@abbottins.net,(777) 777-7777,IN,IT Coordinator,Telecommunications,Qualified,4568000.0,180,IT Services,IT Infrastructure Management,4M - 6M,No,280,100,Hot Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BFhHEAW')])",Kathy,Snyder,Financial Analyst,ksynder@tnr.net,(888) 888-8888,IN,"Director, Information Technology , Pacific (Asia)",Transportation,Unqualified,4568001.0,50,IT Services,IT Consulting and Strategy,4M - 6M,No,250,87,Hot Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BFhIEAW')])",Jack,Rogers,Production Supervisor,jrogers@btca.com,(444) 444-4444,IN,"Director, IT Applications",Utilities,Contacted,4568002.0,55,IT Services,IT Infrastructure Management,4M - 6M,No,270,95,Hot Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BFh7EAG')])",Patricia,Feager,Finance Director,patricia_feager@is.com,(333) 444-5555,IN,"Director, Information Technology",Machinery,Open,4568003.0,80,IT Services,IT Consulting and Strategy,4M - 6M,No,260,91,Hot Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BFh8EAG')])",Violet,Maccleod,Marketing Manager,violetm@emersontransport.com,(111) 222-3333,IN,"Senior Staff Director, Corporate IT Lead",Manufacturing,Qualified,4568004.0,220,IT Services,IT Infrastructure Management,4M - 6M,No,280,100,Hot Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BFhJEAW')])",Betty,Bair,Healthcare Coordinator,bblair@abankingco.com,(222) 222-2222,IN,"Director, Software Engineering",Apparel,Open,4568005.0,25,Manufacturing,Supply Chain Management,4M - 6M,No,260,91,Hot Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BFhKEAW')])",Big,Spender,Data Scientist,big.spender@gmail.com,(111) 111-1111,USA,"Managing Director, Information Technology",Banking,Qualified,4568006.0,90,Manufacturing,Process Optimization and Automation,4M - 6M,No,240,83,Hot Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BFhLEAW')])",Brenda,Mcclure,Business Consultant,brenda@cardinal.net,(333) 333-3333,USA,"Vice President, Information Technology",Biotechnology,Unqualified,4568007.0,75,Manufacturing,Supply Chain Management,4M - 6M,No,210,70,Cold Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BFhMEAW')])",Shelly,Brownell,Marketing Manager,shellyb@westerntelecom.com,(666) 666-6666,USA,"Vice President, Information Technology",Chemicals,Contacted,4568008.0,40,Manufacturing,Process Optimization and Automation,4M - 6M,No,230,79,Hot Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BFhNEAW')])",Carolyn,Crenshaw,Healthcare Director,carolync@aceis.com,(999) 999-9999,USA,"Director, Content & Information Security",Communications,Open,4568009.0,80,Manufacturing,Supply Chain Management,4M - 6M,No,220,75,Hot Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BFhOEAW')])",Kristen,Akin,Data Analyst,kakin@athenahome.com,(777) 777-7777,USA,"Senior VP, IT Risk Analysis & Director (Remediation Program)",Construction,Qualified,4568010.0,45,Manufacturing,Process Optimization and Automation,4M - 6M,No,240,83,Hot Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BFhPEAW')])",David,Monaco,CTO,david@blues.com,(555) 555-5555,USA,"Manager, Endpoint Architecture",Consulting,Unqualified,4568011.0,30,Manufacturing,Supply Chain Management,4M - 6M,No,210,70,Cold Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BEC8EAO')])",Talia,sinclair,"VP, Technology",talia@gmail.com,(444) 444-4444,USA,"Director, Infrastructure & IT Global",Biotechnology,Open,4568013.0,55,CRM,CRM Integration and Customization,4M - 6M,Yes,140,41,Warm Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BEHrEAO')])",Rogue,LESLIE,Marketing Manager,rogue@gmail.com,(666) 666-6666,USA,Head of IT Service Desk,Consulting,Unqualified,4568018.0,100,CRM,CRM Software Implementation,4M - 6M,Yes,130,37,Cold Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BEHsEAO')])",Rory,LINDSAY,Healthcare Director,rory@gmail.com,(999) 999-9999,USA,"Director, Development Operations & Transition Services",Food & Beverage,Contacted,4568019.0,150,Manufacturing,Supply Chain Management,4M - 6M,No,230,79,Hot Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BEHtEAO')])",Rosie,LITTLE,Sales Manager,rosie@gmail.com,(123) 456-9087,IN,National Customer Operations,Government,Open,4568020.0,56,Manufacturing,Process Optimization and Automation,4M - 6M,No,260,91,Hot Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BEHuEAO')])",Rani,LIVINGSTONE,"SVP, Production",rani@gmail.com,(987) 654-1023,IN,"Director & Principal Architect, Data & Corporate Technologies",Healthcare,Qualified,4568021.0,87,Manufacturing,Supply Chain Management,4M - 6M,No,280,100,Hot Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BEHvEAO')])",Rani,LOGAN,"SVP, Procurement",rani@gmail.com,(555) 123-0055,IN,"Vice President, Global Technology, Strategy, Innovation & Partnerships",Hospitality,Unqualified,4568022.0,90,Manufacturing,Process Optimization and Automation,4M - 6M,No,250,87,Hot Lead
"OrderedDict([('type', 'Lead'), ('url', '/services/data/v57.0/sobjects/Lead/00Q76000005BEHwEAO')])",Roux,LOVE,"VP, Technology",roux@gmail.com,(789) 456-5645,IN,"Director, eCommerce & Platform Engineering",Insurance,Contacted,4568023.0,70,Manufacturing,Supply Chain Management,4M - 6M,No,270,95,Hot Lead
